activo,ticker,categoria,recomendacion,score_rentabilidad,precio_actual,precio_objetivo,retorno_esperado,direccion,confianza,tendencia,rsi,volatilidad,patrones_alcistas,patrones_bajistas,total_patrones
Plata,SI=F,🟢 ALCISTA,✅ COMPRA,71.5,47.60499954223633,47.60499954223633,0.0,Neutral/Lateral,50.0,alcista,52.77775324911565,0.3141054013967875,11,9,20
NVIDIA,NVDA,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,55.0,201.65589904785156,201.65589904785156,0.0,Neutral/Lateral,50.0,bajista,22.47778991664127,0.5248933708184006,10,9,20
Apple,AAPL,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,53.5,270.8482971191406,270.8482971191406,0.0,Neutral/Lateral,50.0,alcista,75.54728481004554,0.25456765019449695,9,10,20
Meta,META,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,53.5,632.1400146484375,632.1400146484375,0.0,Neutral/Lateral,50.0,bajista,28.698728017857363,0.6168309363335708,9,9,20
NASDAQ,^IXIC,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,53.5,23525.01171875,23525.01171875,0.0,Neutral/Lateral,50.0,bajista,21.56337489174001,0.2371400421234368,9,10,20
Google,GOOGL,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,52.0,278.69000244140625,278.69000244140625,0.0,Neutral/Lateral,50.0,bajista,28.5490184721277,0.3948778423295084,8,10,20
S&P 500,^GSPC,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,52.0,6798.7998046875,6798.7998046875,0.0,Neutral/Lateral,50.0,bajista,24.398717616067614,0.17493056031273815,8,9,20
Netflix,NFLX,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,50.0,1093.6800537109375,1093.6800537109375,0.0,Neutral/Lateral,50.0,bajista,45.6482310968614,0.43806518990882476,10,10,20
Oro,GC=F,🟡 NEUTRAL-ALCISTA,👍 COMPRA MODERADA,50.0,3983.0,3983.0,0.0,Neutral/Lateral,50.0,bajista,42.777409588777374,0.20128519983129328,10,9,20
Ethereum,ETH-USD,🟡 NEUTRAL-ALCISTA,⚖️ MANTENER/OBSERVAR,48.5,3458.898681640625,3458.898681640625,0.0,Neutral/Lateral,50.0,bajista,41.34570043251755,0.38817271628803846,9,11,20
Microsoft,MSFT,🟡 NEUTRAL-ALCISTA,⚖️ MANTENER/OBSERVAR,45.0,513.1300048828125,513.1300048828125,0.0,Neutral/Lateral,50.0,bajista,38.10907175909938,0.26364570183655156,10,9,20
Dow Jones,^DJI,🟡 NEUTRAL-ALCISTA,⚖️ MANTENER/OBSERVAR,45.0,47160.8515625,47160.8515625,0.0,Neutral/Lateral,50.0,bajista,36.17998767699367,0.15369436356157556,10,9,20
Amazon,AMZN,🟠 NEUTRAL-BAJISTA,⚠️ PRECAUCIÓN,30.27,251.6177978515625,250.01366855416535,-0.63752616511789,Bajista,67.44186046511628,bajista,29.117093370533283,0.6375261651178872,7,13,20
Tesla,TSLA,🔴 BAJISTA,📉 CONSIDERAR VENTA,24.48,452.17999267578125,449.584024626427,-0.5741005996290532,Bajista,76.74418604651163,bajista,22.98967826150016,0.5741005996290556,5,15,20
Bitcoin,BTC-USD,🔴 BAJISTA,📉 CONSIDERAR VENTA,23.71,102635.0859375,102385.58978013866,-0.24309051342663812,Bajista,60.97560975609756,bajista,37.609371284246436,0.24309051342663474,8,11,20
